song.id,song.year,song.title,song.expertrate,song.loudness,song.dancebility,artist.id
SOIXNYE12A8C1366F2,1957,Man Of No Reputation,0.563583586,0.618,0.511,ARTCO131187B9B9ADB
SOJRGAN12A8C1339B6,1975,Waste A Little Time On Me,0.44276965,0.664,0.606,ARI648V1187B9B5379
SOPZKAF12A8C140A6A,2012,Air_ Siote No. 3 (J.S. Bach),0.379734512,0.484,0.662,ARY1P2B1187B9B78F5
SOOPTTP12A8C134AA6,1969,Everyday,0.467955066,0.89,1,ARESVFD1187FB522E6
SOXVSTI12A6310ECC7,1992,Ricky Ticky Toc,0.871010614,0.76,0.707,ARTH9041187FB43E1F
SOMNMLC12A8C144272,1978,Mana Laina Chahida,0.483243067,0.144,0.974,ARH4N0N1187FB3E1F1
SOIEXWD12A8C14314E,1971,Come Monday,0.676755655,0.207,0.838,ARVZDOM1187B9B49C9
SOUYBKO12AB018735E,2012,Angelito (Directo 09),0.603843765,0.455,0.363,ARZBOES1187FB40178
SOPJEXC12A6D4FB529,1997,Hot Dental Supplies,0.310776523,0.171,0.776,ARPB4TX1187B98DDEA
SOQTVUL12A6D4F8F04,2014,Until I Believe In My Soul,0.679793556,0.437,0.375,AR8CT8U1187FB4D803
SOQTFNY12A8AE47D3F,1992,LA -Bas,0.617421407,0.585,0.079,AR7GOK91187FB455F5
SOJADBN12A6D4FD5F2,1958,DA(c)stockage massif (with Alex Gopher),0.648692286,0.139,0.834,ARLBNAC1187FB47151
SOGKMGI12AB018B11C,1969,Back To Burn,0.509512016,0.756,0.53,ARE815V1187B998A43
SOULMYP12A8C143D8B,1998,Ingenting,0.700570065,0.208,1,AR1SQSG1187B9AC782
SOQJQUF12AB0184B38,2016,Theme III,0.543247116,0.248,0.265,ARA1EK21187B9A2FB7
SOAABSU12A81C1FB9E,1955,Lonely,0.164853301,0.932,0.588,ARVUVRE12420780B0B
SOHBEDZ12A8C14021D,1971,Estoy Pensando En TA,0.487356791,0.448,1,ARKRRTF1187B9984DA
SOJPZOO12AC90718EE,1990,Iron-head: Palestine,0.426947812,0.553,0.865,ARDGALJ1187FB55592
SOIDJZY12A6701DEF7,1999,Voodoo Chile Blues,0.840963901,0.765,0.57,ARNDL191187FB51583
SOSMRWG12A58A7EA03,1979,Grandma's Spending Christmas with the Superstars,0.475721567,0.543,0.555,AR45KNL1187B992E53
SOLHQLA12A58A7653B,1963,Sho' Enough,0.572616246,0.059,1,ARV57NY1187FB3C1DC
SOCWHIU12AB01872DA,2010,L'education du corps des porcs,0.652367864,0.368,0.229,ARVEJ9M1187FB4DC44
SOPHKMV12A6D4F92BC,1961,WHEN I AM YOU,0.588608087,0.266,0,ARZM53A1187B9A1AE7
SOOMWCA12AB01834ED,1982,Murda',0.415784608,0.417,1,ARDQO721187FB3C6D9
SOVZXBP12A8C1366A1,1983,Big Railroad Blues,0.372052,0,0.758,AR7G0NH1187FB42E47
SOKLETG12A58A7D0BF,2014,Do It Nice,0.710269167,0.882,0.389,AR1Y37Q1187B9B66D2
SOCQXMW12A58A7E63F,1969,The Monkey King,0.674970293,0,0.795,ARZS5VW1187FB567E8
SOTESSB12AB017F56D,1966,Amazing (LP Version),0.673325231,0.535,0.045,ARGNLJL1187B9AB503
SOGCDYR12AC961854A,2010,You And Your Heart,0.832011771,1,1,ARC8CQZ1187B98DECA
SOMCQZY12A8C136BBF,1998,Can You Feel It?,0.632008013,0.355,0.682,AR0BV7E1187FB386C1
SOBHGGX12A8AE45557,1991,Someday,0.468080669,0.491,0.312,ARGFVP41187B99296B
SONGLFT12AB0189B1E,2011,Floripa,0.44576364,0,1,ARPZPET1252CCF9386
SOMUULD12A6D4FBB30,2000,Hasta El Final,0.522888132,0.368,0.927,AR1LQNB1187B9A6AE5
SONGJCH12A8C140C32,1984,John Dunbar Theme [Dances with Wolves],0.293889992,0.747,0.911,ARUCJQF1187B9A0A57
SOYDWJC12AB017D699,1992,Gewisse Leute,0.407448072,0.668,1,ARGLRBB12472CE2CFF
SOOUQMH12A58A7C633,1962,Guitar Rag,0.370466464,0.963,0.773,ARPJNT81187B98AD36
SOHOPAT12A8C1436AC,1961,My Never,0.778534708,0.709,0.522,ARDQ62L1187FB56FF0
SOCKZDX12A58A7B950,1977,Motel Room In My Bed (LP Version),0.704093947,0.079,1,ARS2KW51187B9B556E
SOJEZUU12AB018B8C5,1998,Fire,0.840963901,0.677,0.395,ARNDL191187FB51583
SOROJYG12AB0182217,2017,???????,0.408850475,0.391,0.243,ARIXB7T1187B9AB215
SOUEEDA12AC3DF474F,1960,Brute Force II,0.611933956,0.632,0.391,AR9788H1187B9A05D1
SONJHTY12AB017FCE6,1979,One Hour Empire,0.691850737,0.474,0.742,ARFNJ4O1187B9A204B
SOUWIHB12AB0182455,1980,No More Lonely Nights,0.513467522,0.769,0.265,ARON0YP1187FB4B465
SOKOPOR12AB0184FED,1955,Dogon,0.379218061,0.029,0.595,ARM8BKO1187FB3AD47
SOQTUQJ12A8C144F36,1958,Ma soeur,0.475430774,0.591,0.654,ARABS971187B9A8509
SOFMMKA12A58A7CBF5,2003,Welcome,0.655921418,0.512,0.728,AR9W3X91187FB3994C
SOXFAJU12A8C131CEC,1958,Light,0.621414328,0.791,0,ARMIMHT1187B98F038
SOKUGPJ12A58A7FD8D,1987,Never Wanted to Dance (Live In London),0.819132291,0.048,0.926,AROKDJ41187B9A7700
SOOSGYY12A8135690B,2009,Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953),0.75990954,0.347,0.877,AR20CFC1187B98A25D
SONNOZT12A6D4FC2EE,2006,Pega Joso,0.560256829,0.162,0.373,ARCLCFS1187B9AE476
SOESZEO12AB017F908,1986,Pieni Maailma,0.639568998,0.762,1,ARLRHRM11E2835E415
SOAQHHC12A8C139869,2013,Cleansing,0.483388547,0,0.888,ARVKT151187B9A181D
SOJUNOI12A8C137A33,1980,Somewhere Else,0.519246036,0.368,1,ARXRVY51187B99E98E
SOXMPXX12AB01891E3,1972,Os Dois IrreversAveis,0.268834253,0.265,0,ARIMYEU12086C1536B
SOYXZAY12A8C1406D1,1968,More to This,0.567510986,0.747,0.931,ARGY9FW1187B991C7D
SOQMMMQ12AB0181202,1961,Ragtime Sound,0.421181869,0.642,1,ARRBINW1187B98AE6D
SOXGJST12A8C1406F6,1969,This Year (ReMastered),0.786921231,0.261,0,ARNMWP51187FB3E963
SOOHVCV12AB0181E5D,1951,The Awakening (Clean),0.480806282,0.329,0,ARTHKHA1187FB3996A
SORZRPC12A8C13A1B1,1956,Besame Mucho,0.353712386,0.021,0.704,ARG719Z1187FB551FC
SOFCZKJ12A6D4F5BF0,1975,What's In You?,0.590360325,0.528,0.756,ARY1VGA1187FB5A39E
SOZCYVH12A8C13EB54,1972,It Came Upon The Midnight Clear,0.596189938,0.77,0.601,ARTF2KG1187B98DDD1
SOBKIMB12A8C136DE9,1982,X-Static,0.839275393,0.726,0.24,AR6XPWV1187B9ADAEB
SOSGXII12A67020363,1992,Vertigo,0.843526543,0.134,0.38,ARUJ5A41187FB3F5F1
SOSBROL12AB0183CD0,2016,Country Rose,0.378347969,0.278,0,AR059HI1187B9A14D7
SOSYNKD12A6D4F6655,1971,Skopska situacija,0.467583201,0.705,0.855,ARZI4B31187B991125
SOMHQKT12A6D4FAE5D,2004,Hard To Laugh,0.508676201,0.655,0.996,ARFK98R1187B9B0552
SOQIJPO12A8C13E369,1998,Deep Voices,0.31739138,0.106,1,ARGAWJY11F50C50904
SOBVXQL12A6D4F7FC0,1986,New Friend Request (Amended Version),0.906619152,0.611,0.721,ARGMGHN1187B9B4213
SOUGKGL12A58A7BA58,1973,Why,0.4621406,0.63,0.414,ARBGJLS11F4C83D4B9
SOBUAFP12A6D4F9934,1990,Smoke,0.334542784,0,0.987,AROIHOI122988FEB8E
SONSWDF12A8C133D57,2007,Bus Monkeys,0.483854637,0.911,0.542,ARUBJTR1241B9CB16D
SOLPZLH12A6D4F9D12,1994,Gotta Man,0.635606117,0,0.322,AR7V0DI1187FB524DE
SOANUHW12A8C137587,1997,Time You'll Never Get Back,0.478770834,0.091,0.756,ARAFRFP1187FB4230B
SOMORCS12A58A7E211,1969,Soulcrusher (Amended Album Version),0.621587525,0.242,0.654,ART703V1187FB4FD63
SODXJGJ12A6D4F9E5D,1967,T.V. Eye (Take 3),0.732603394,0.875,0.848,ARLR9U31187B9A71AD
SOIHKKW12AB0186CB7,2005,A Machine and a Memory Keeps You Alive,0.697434586,0.457,0.351,ARDL38Z1187B9B9FB5
SOSWXBF12A58A78B99,1960,Some People They Never Believe (LP Version),0.470414614,0.392,0.334,ARU2JAB1187FB50C72
SOFMNYQ12AC468D899,1976,Why Can't We Really Be Free,0.414385653,0.941,0.96,AR449OQ1187B99B25E
SOKAMAI12AB01852F5,1966,Members Only,0.432074796,0.715,0.949,ARUBX2Y1187B99CD25
SOQVCQK12A6D4FD32F,2002,King Kong,0.545803433,0.489,1,AR22R8A1187FB46B9E
SOLOJYI12A8C13C49E,1996,Savu hA$?lvenee,0.50087616,0.436,1,AR22KLC1187B98E812
SODZIBG12A8C13F4F3,1973,Chasing Cars,0.818319359,0.14,0.791,ARVN9FZ1187FB393F1
SOZYFSB12A8C1393CF,1968,All I Ask Of You,0.377034085,0.708,0.86,AR0JEOI1187B98B918
SOTSXZM12A8AE47061,1999,Tigerauge Rock,0.059626097,0.198,0.233,ARZWBH21187B99ACE1
SOYGEQE12AF729A51E,1994,Tired,0.722570574,0.697,0,AR4C6V01187FB3BAF4
SOEBDOO12AB01868CA,1990,Autumn In New York,0.598739119,0.683,0,ARAVS1S1187FB4C519
SOMIPLK12AB017C7B2,1996,Grottans Barn,0.636436672,0.063,0,ARB5TJM1187B9A71FD
SOSDYXX12AB017AD6B,1976,King Of Rock,0.686988955,0.022,0.719,ARX9YIP1187B98A656
SOBWLUO12A58A7DF7E,1959,It's Not Whatcha Got (Fondling Club Mix),0.574053588,0.317,0.527,ARJJGI41187B99C19B
SOHRKRG12A6310F103,2017,Where Is My Mind (XFM Live Version),0.804523521,0.013,0.562,AR6892W1187B9AC71B
SOICNXT12A8BEE958B,1958,Resurrection Man,0.630928608,0.112,0.974,AR5MK521187B98E0B8
SOVCWYN12AB0181888,2004,Lift (Joi Blarneyformasian),0.325913065,0.19,1,ARY8UIR1187B999BFB
SOGMESY12A67020F25,1986,This Lullaby,0.798645179,0.302,1,AR6G4V01187B9AD086
SOKSIRH12AB017FDCB,1963,Indianola,0.550874225,0.926,0.592,ARSBB7P1187B989690
SOKLWWG12AB018A824,1966,Paperman_ Fly In The Sky - Original,0.543393231,0.543,0.9,ARTXS851187FB411C7
SOAZSIZ12AB018AF81,2005,Your Silence,0.668674533,0.065,0.578,ARWYVP51187B98C516
SOVFVSB12A8C1384CC,1971,El Termometro,0.398858713,0.687,0.812,ARUT60Q1187B9B90E9
SONWYRE12AB0181366,1993,Since I Met You Baby,0.505847111,0.841,0.897,AR4W9EZ1187B99282A
SOJUORK12A8C143BE5,1963,Looking At You (Cody High School),0.654860822,0.804,0.664,ARB336A1187B9A4583
SOUSNTL12A6D4F7CE9,2011,Matarlatanta,0.430721866,0.683,0.479,ARFK45R1187B989AA7
SOSAIYU12AB01859D8,2003,Dirty tarraxa 2 (feat. Neuza),0.616312991,0.323,0.579,ARKJ8Y91187B9B551E
SOHQLJI12A6D4F76F7,2014,The Ava Song,0.54858513,0.388,0.953,AR2J2WF1187FB46271
SODRLXB12AB017B14B,2001,Comme Si C'A(c)tait Doux,0.58547954,0.634,0.5,ARW63KF1187B98AC48
SOBZOHA12A8C135417,2011,S.O.S.la Fine (Reprise 2,0.736440741,0.718,0.577,ART3KT21187FB450DC
SOSQYCZ12AF72A1A14,2010,Teenage Superstars (Album),0.606351652,0.535,0.93,ARK24KH1187B9B6B93
SOIKXDG12A8C13E7E1,1981,Mentira,0.627375834,0.418,0.888,ARSTXTP1187B99BD43
SOIXMRD12AC468E1EB,1974,Himalaya Dreams,0.49386031,0.34,0.803,ARTFDBX1269FB34CA4
SOHTGJW12A58A7D7D3,2008,The Fundamental Alienation,0.826075467,0.035,0,ARLSF8H1187B9A76B0
SOAKCVK12A67020429,1994,Bully Bully (LP Version),0.586154418,0.745,1,AR4IYQR1187B98F8F3
SOBPYWO12A8C133A1A,2008,Holy Ground (Homecoming Hymns Version),0.426882762,0.552,0.534,ARBB58Y1187B9B621B
SOBMCVB12A8C1385CB,2005,Era um dia desses,0.351269291,0.763,0.733,AR1PQYO1187B98BEC9
SOAWMQC12AB0184136,1953,Hard Pure,0.391108885,0.334,1,AR8BMEQ1187B9B4214
SOJWZVU12A8C137019,1994,Pig Meat On The Line,0.588571842,0.15,0.908,AR00MBZ1187B9B5DB1
SOPBJAX12A6310E86F,1999,We Can Do It,0.698452539,0.542,0.276,ARHD3RX1187FB3A7DA
SOGOHFY12A8C136F9C,1988,Waiting For You (I Forgive You Before I Go),0.625067009,0.731,0.458,ARHNCQ31187B9915DC
SOHANRI12AB0186668,1966,Back to '93,0.657578621,0.649,0,AR9VEMN1187FB4D75B
SOOGLXF12AF729E2D7,1952,Take The Wheel,0.590818773,0.518,0.867,ARRW6DJ1187FB50A67
SOLFTJF12AB0183000,1986,Numba 1 (Tide Is High),0.552575876,0.696,0.15,AR58ZXX1187FB572F2
SOTWAJH12A6D4FA397,1986,Chains (LP Version),0.113542933,0.707,0.656,ARW74FW1187FB554AD
SOOFGYY12A8C13A8DF,1990,Bastard,0.430452961,0.74,0.895,ARYHPHB12131B4B793
SOPJETO12AB017BDAF,1978,"Unda Da Influence"" (Snippets)",0.034506436,0.001,0.735,ARYGMNP11F4C843096
SOQWDSR12AB01850B6,1979,Der weisse Mond von Maratonga,0.257251522,0.752,0.866,ARO7IJV1187FB5BFAD
SOKYCTE12AB0185FE3,2009,Melancholia,0.529794862,0.024,0.639,AR5C6M11187B9AC877
SOGDLTS12A8C135A9B,2000,Sickman,0.79633706,0.264,0.699,ARSW5F51187FB4CFC9
SOSFJWB12AB018906D,1982,Smoke,0.570825323,0.018,1,ARZFRQM1187B9A9772
SOUXWAB12A5891DAB9,1959,The Silver Gate,0.633932726,0.043,0.486,ARB4ZRM1187B993147
SOSCKDQ12A81C22BA4,1987,If Music Be The Food Of Love,0.674023156,0.083,0.202,AR41ESB1187FB360B1
SOGFHXF12A8C136B2A,1978,Special,0.450562133,0.518,0,AR37E341187B989A3E
SOUZRAZ12A8C13835F,1973,Out Of My Darkness,0.488237366,0.491,0.679,AR2FJV21187B98EBE3
SOCLPMP12A81C2354B,1999,Prayer For The Dying (Album Version),0.567313224,0.714,0.314,ARAIABB1187B9AC6E2
SOOZPUG12A8C132EDD,2003,Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne),0.430024987,0.435,0,ARBH0MS1187FB36311
SOFYSKU12A8C13A72B,2008,Follow You Home (Album Version),0.847451713,0.103,1,ARPAAHK1187B9ABB00
SOCMBTX12AB0181E7E,1983,Una Sopita De Tu Propio Chocolate,0.437889503,0.762,0.831,ARP2TO91187B9913EA
SOJGCBK12AB01884D3,1966,Say What!?!,0.564710159,0.673,0.833,ARYZV2X1187B997BE7
SORRHKT12AB0186469,2004,Blott En Dag,0.221726078,0.018,0.365,ARSS1OZ1187FB54440
SOQCUBJ12A8C13FEC6,1988,The Sirius Deception (Album Version),0.572943396,0.084,0,ARR46IW1187FB51C2E
SOHFNIA12AC4689741,1972,Catharsis Of A Heretic,0.636418948,0.611,0.207,ARQI60P1187FB464C9
SOZUQAZ12A81C21E0D,1995,Verdad Amarga,0.488160852,0.61,1,ARO1NHM1187B9B9D27
SOJFIUP12AB0187346,1971,Your Love,0.512740226,0.132,0.496,ARHCERP1187B9912A5
SOPRNQZ12A58A7B8E5,1964,Spaz's House Destruction Party,0.844039532,0.44,1,ARUSOMY1187FB4D3B4
SOPMFLZ12A6D4F9D3A,1994,Mai [Live],0.765357013,0.57,0.556,ARGVJPK1187B9909EA
SOCIFJJ12A8C13F98C,1967,This Heart Of Mine,0.490586402,0.499,0,ARQMYTM1187FB4678C
SOUSGHY12A8C13581E,1964,When He Was On The Cross (I Was On His Mind),0.429127119,0.582,0.851,ARRXEJJ11F4C841087
SOMFZZQ12A8C13AB56,2015,Lo Mismo Que Yo (Bonus Track),0.595554054,0.096,0.889,ARPAAPH1187FB3601B
SOIVGLD12AB0183ACA,1950,Wings,0.565089892,0.595,0.618,AR1DLF21187FB3CBF0
SORFXPG12AB0182E21,2007,Pedagogy for the Oppressed (Album Version),0.303675508,0.043,0.606,AR6137D1187B9A39C8
SOZOGUO12A8C13BD9E,1974,Rakkautta KAPAPpenhaminassa - FAPrA$?lskad i KAPpenhamn -,0.404499596,0.778,0,ARIUQZL1187FB4303B
SOWDPOU12AB018495D,2016,How It Feels,0.44771445,0.216,0.358,ARKPDUG11F50C4B54A
SOLOEUX12A58A7C81F,1970,Keep It Alive,0.632008013,0.353,1,AR0BV7E1187FB386C1
SOHPDWN12AAA15E9AF,1958,Pariah,0.591562633,0,0.758,AR4OMY81187B9B31E7
SOHQPWP12A58A7986C,1959,Bye Bye Betty Blue,0.588769029,0.133,0.488,ARBBBLV1187FB57B70
SOHCTUT12A6D4FCD56,2000,Getaway,0.730246319,0.466,0.426,AR2SGQW1187B9B9E7C
SOVWFNE12A8C13FF36,1990,Come On In,0.505784763,0.085,0.829,AR84AQE1187B98AD9C
SOPPBPK12A8C14683C,2015,Secret Smile,0.7127449,0.485,0.85,ARP96FM1187B9AEA77
SOZKQVH12AB01802D8,1950,Si Es Que Te Vas,0.620963981,0.423,0.884,ARLAWDD1187FB48367
SOVWHFZ12A8C14489D,1958,Greater,0.573843116,0.343,0.103,ARP32X81187B99EBF5
SOUXWCM12A8AE47834,1975,Hack 1/Charlie X,0.567510986,0.418,0.58,ARGY9FW1187B991C7D
SOISGJD12A8C144775,1999,La Piel de Tu Alma,0.412867488,0.529,0.737,ARZ8S071187B993849
SOCGNBW12A8C14117F,1960,Disciplinarian,0.404197926,0.302,0.687,AROMMVN11F50C50607
SOMWNSA12A8C1343F1,1985,Fly to zion,0.351182454,0.627,0.817,AR051KA1187B98B2FF
SONBZKG12AB0187337,1992,Estas hecha para mi (Directo 09),0.603843765,0.108,0,ARZBOES1187FB40178
SOUEUCC12AB018C4B3,1958,Boxing Day,0.587466437,0.352,0.605,AR12EOE1187FB3AE26
SODDLAZ12AB018350A,2001,Bahama Lullaby,0.521712214,0.256,0.808,AR97EHA1187B98AD5F
SOEULPB12A8C136DDF,1953,Musica Sacra Nova: Morgen I Frydenlund,0.405923907,0.777,0.625,AR15YLD1187FB3D4DD
SOKIHWH12A8C13AA35,1980,Le Temps Des Cerises,0.641172818,0.914,0.517,ARC0MTS1187FB44C21
SONSFHN12A8C13463E,2012,Stumblin' Man (Album),0.595166585,0.661,0.828,ARLZN951187FB42E49
SONLCJU12A58A7B69C,1960,This Will Be Laughing Week,0.491695071,0.767,0.753,ARIUHYM1187B9AEAE4
SOXRRIP12AC4686877,1963,Mazurcas das RAas Baixas,0.352212817,0.858,0.638,ARGTUWC1187B9904A0
SOGNDHO12AB017D71F,2004,ValA(c)rie,0.450877778,0.313,1,AR8QW7Y119B866993A
SOQOXXW12AF729F20B,1994,On My Own,0.845601887,0.748,0.74,ARTDQRC1187FB4EFD4
SOQAQJG12A67020725,1969,Elektro Kardiogramm (Live),0.74151813,0.568,0.579,AR1ZKBE1187FB53629
SONNXDI12AB0186816,1971,Ego is the drug/3am,0.568427347,1,0.662,ARCRSUM1187FB52AB0
SOVHFTL12AB018797C,1989,Apotoma,0.240387119,0,0,ARPGOAF1187B98F677
SOWRNMP12A8C13E4FD,1982,What's True,0.750479817,0.725,1,ARLUAK21187B9B785A
SOEWSSK12AB018083E,1989,Tonight_ Te AmarA(c),0.584989173,0.595,0.578,ARPGPI51187B98F1EC
SOKRHFH12A8C142167,1971,Have It Your Way,0.593119272,0.461,0.108,ARZHUJU1187FB51176
SOIKALD12A81C231CB,1995,Foam Born (A) The Backtrack (Album Version),0.840590438,0.576,0.894,AR7GUNF1187B990CCF
SONYHUC12A8C13B90E,1972,Vem Pr'a Roda,0.606885311,0.583,0.33,ARC6J781187B98F02B
SOCZSYW12AAF3B490E,1989,Pitch In OnA Party,0.712098902,0.062,0.623,AROTIMO1187FB532BF
SOOUKOB12A8C13C30B,1954,AcordeA3n,0.475142471,0.645,0.758,ARL4M621187FB3FF06
SOXFNMQ12A81C203E0,1981,El Amor (Version Nortena),0.598636434,0.53,0.535,ARNNHLN1187FB42912
SODDIXC12AB0180D2F,2005,Just In Case,0.651583436,0.32,0.579,ARWWYK211C8A415AD4
SOAMXYQ12AB017C25E,1961,Love Dump (Clean Album Version),0.768004235,0,0.727,ARHRY5S1187B99B96F
SONNVKK12A8C13CFBC,1982,Kleine Killer,0.460250922,0.78,0,AR6896B1187B98FADA
SOLKFAE12AC468D495,2005,It Was Only A Heart,0.60383917,0.109,0.864,ARDY3451187B9A0226
SOSCTQW12AB0184E46,1955,Too Cool for Love,0.560578608,0.565,0.497,ARAZ59E1187B98BF6D
SOMMQQU12AB0180EBF,1984,Sensazioni a_b & c,0.300692709,0.061,0.464,ARZAEIP12086C12905
SOSXZIN12AB0183785,1978,Dancing With the Goddess (ttt rmx),0.52607728,0.173,0.115,AR4MCB01187B98BF5C
SOWPLTX12A5891F918,2009,At Night,0.609807806,0.256,1,ARVNK831187FB48831
SONUEAD12A6D4F908B,1958,Raag Trance,0.370667208,0.012,0.456,ARZSTXE1187B99DD77
SOBQQCL12AB0180A33,1978,No Eye Has Seen,0.63419618,0.392,0.377,ARGGD1E1187B98FA9D
SOCNOQB12AB0183A1E,1959,Summerfish,0.579396663,0.288,0.991,ARYC3YP1187FB4C64D
SORXZTM12A8C133942,2017,Lord You're Worthy (Album),0.455306613,0.398,0.607,ARYB2FW1187B991400
SOMDMNB12A6D4F49A2,2004,Laying Down My Will (The Plan Album Version),0.550303379,0.311,0.328,ARI4NXX1187FB59DF2
SOCUCXE12A6D4F2C3F,2002,Across Decker's Field,0.398544645,0.716,0.567,ARHSAXP11EB9C80B35
SOPOPLW12A8C13A905,1999,Umbrella,0.842431482,0.366,0.91,ARJV0U41187B9AB715
SOFEYIV12A6D4FAC9A,1986,Summer Rain,0.601891975,0.708,0,AR1JD6E1187FB5696C
SOLDIUL12A58A7BB1A,1982,Undercover Gangstas,0.439634435,0,0.343,ARV4I6F1187FB4D595
SOBOBPP12A8C12FFCE,1983,Swing Spring,0.516273891,0.237,0.526,ARCHVKD1187B9934E9
SOQJWZI12A8C140181,1993,La bite du plombier,0.373850623,0.789,0.971,AR107SB1187B9A79F9
SOHWJYQ12A8C13658B,1966,S.O.S.,0.543971487,0.004,0.642,ARWF1KM1187B9908CA
SOKFCJJ12A67ADA72B,2015,Wheeling Free,0.541033427,0.519,0.814,ARQQP3Z1187FB5707B
SOXKUGL12A8C142BB9,1966,Bridget,0.603882792,0.665,0.657,ARRZZRW1187B9A06E3
SOYXFNV12AB0182DEA,1974,Nos plus belles annA(c)es,0.551311117,0.392,0.612,ARW3V6T1187B9ACAC4
SOLYAYO12A8C13C04D,2007,I Don't Want To Talk About It,0.845373304,0.463,0.905,ARRXG5Y1187B9AA016
SOZBPIC12AB01813B0,1953,Ramblin' On My Mind,0.35967774,0.626,0.382,ARAZYBE1187FB38BC1
SOJOMNL12A6D4F872E,1980,Snaps Drinking Woman (LP Version),0.538084829,0.137,0.977,AR8ACFK1187B9B4063
SOIQQIX12AB018827D,2001,Live At Brixton Academy 1999,0.686811617,0.152,0.568,AR3TG3X1187FB4D577
SOLEETW12A6D4FB2FE,2016,House Of Wolves (Album Version),0.864867842,0.239,0,ARKR75V1187FB3D4D5
SOLMPMK12AC468B131,1959,Exactamente Medianoche,0.472247769,0,0.538,ARJ3VRY1187B9A3058
SONODJN12A6D4F9838,2005,Street Car Blues,0.519000072,0.766,0.546,ARE2QID1187B98FA19
SOEKRSK12A8C13CFB2,2003, -start ID-,0.54768466,0.109,1,ARHXIOW1187FB3AF67
SOTYVNV12AB017CB2E,1957,Dementia,0.495559652,0.428,0,AR3WMW01187B9921F7
SOWHXYS12AC9E177F0,1957,Snippet 15,0.53938059,0.013,0,ARRA2F91187B9B4061
SOQZISQ12AC4689482,1963,Cool Water,0.499881075,0.861,0.741,ARTE3P61187B9A709D
SOVVITW12A8C146BD0,2008,Ya Lil' Crumbsnatchers (LP Version),0.732661132,0.648,0.85,ARV4KO21187FB38008
SOMRBBO12A8C13F67B,2008,This House Is Haunted,0.838924311,0.171,0.17,AR1ABAO1187FB531E1
SOWPIEE12AB0188A9D,1983,Captin Kut-Cha,0.430538907,0,0.819,AR3C3C01187B98E800
SOULXLO12AB018379D,1957,Killing Machine,0.773491325,0,0.473,ARJ8PZJ1187B99314F
SOFBBXV12A81C21835,2006,Manuel's Mambo,0.624200328,0,0.598,AR9ST641187B99B4DE
SOTHZUA12A8C13268A,2017,All I Ask For (Album Version),0.80955221,0.615,0.554,ARQATWU1187B98EE26
SORQNTS12AB018C1E1,1969,Fonsi,0.393329886,0.478,0.578,ARXK8H71187FB44850
SOZOEYQ12A8C1406E3,1952,I'm Over You (Album Version),0.685435384,0.828,0.941,AR326OO1187FB444FF
SOKQDCA12A8C13CDEF,1964,Contact,0.615106846,0.013,0.219,ARK30AI1187FB3C777
SOHMOLH12A8C141C40,1967,Why Don't You Do Right,0.366302895,0.335,0.816,ARLMRES11F4C83E1E1
SODLHUG12A6D4F7BB7,1980,Hate Zone,0.601305752,0.223,0.539,ARDPTGD1187B9AD361
SOJCYIP12AC3DFA13C,1970,TelAa,0.351269291,0.668,0.922,AR1PQYO1187B98BEC9
SOIBRMZ12AB018AEF4,2016,Probka (Latvia),0.408850475,0.374,0.551,ARIXB7T1187B9AB215
SOMKDZN12A8C144D1E,1965,Only Me,0.582804694,0.487,0.682,AR0B1CH1187FB3A824
SOKENHI12A8C1420D3,1953,Beautiful Maria of My Soul,0.55860192,0.638,0.35,AREU6JB1187B9911D4
SOJFRZB12A6D4F92E2,1990,Feels Good To Be Free,0.325700771,0.031,0.969,ARHNMEZ11F50C4706C
SOOFXBB12A8C137FF8,1979,Trade Winds,0.527185158,0.477,0.755,ARBLIP81187B98BE0C
SOCOQSE12A8C13D17B,1963,No Love No Nothing,0.616896386,0.559,1,ARKETDZ1187B9B2566
SOKUHGH12AB017FB12,1954,I Must See Jesus,0.495066661,0.692,0.802,ARFONSP11F50C4D175
SOGFFYV12A8C138D74,2003,Alright Now,0.60104754,0.385,1,ARSMRIN1187B9AB35A
SOVYZIA12A8C136E0D,1976,Assassination,0.676492513,0.459,0,AROIIF91187FB4F2D5
SORCRQT12A8C142A5A,1958,I Did it for You,0.862099767,0.811,0.147,ARFN2TE11A348EFFB4
SOWYALW12A8C136BE6,1980,A World Of My Own,0.589190725,0.757,0.835,ARVVLMQ11F4C8456E4
SOFEIDA12A6D4FBFA5,1999,Down On The Corner,0.522888132,0.569,1,AR1LQNB1187B9A6AE5
SOBDCSO12AB017F02D,1998,Come Dance With Me,0.494940623,0.585,0.637,AR4Q1VD1187B9893C7
SONEAJZ12B0CEB476A,1977,A Visit From Drum,0.786359137,0.202,0.513,ARVZWQ31187B9B8946
SOAUNDO12AB017BFF8,1990,More Than Words,0.448025346,0.527,0.579,AR7CCS31187B98C531
SOMXWZX12A58A7B385,2001,We Do It Too,0.74119524,0.06,0.966,ARA6BH81187B98F3AF
SOLQMCQ12AB018E469,1979,Mar gaye te sada naal,0.363475535,0.623,0.279,ARBY23A1187B9A82E4
SOWMUUZ12A8C133F2A,1963,Talking Drum (Isea '95),0.892688611,0.395,0.041,ARXOTQH1187FB57084
