artist.id,artist.name
AR3GYKU1187B996AB9,Jim Kweskin
ARHBWOZ1187FB3FD53,Utopia
ARDI88R1187B98DAB2,Foxy Brown
ARR3ONV1187B9A2F59,Muse
ARMFOCL119B8668919,String Trio Of New York
ARUKJUP12086C14589,RamA3n Vargas;Vladimir Jurowski
ARO0EUG1187B9AC250,Portable
ART9VCW1187B9B6FE6,Lili Ivanova
ARN7OQ21187FB5A6B3,Furry Lewis
AR2ABYH1187B9A0C67,BrAPderna Djup
AR1JGQT1187FB56878,Jo-El Sonnier
AR1ZYLH1187B98C159,Naughty By Nature;Naughty By Nature featuring Zhane
ARP32X81187B99EBF5,Vanessa Bell Armstrong
ARH6W4X1187B99274F,Radiohead
ARXP7MQ1187FB3AC5F,Dave Hollister
ARB06Z71187B99049A,Seamus Egan
ARMBDNQ1187FB3F3EC,Arthur Tracy
AR8LD3R1187FB4D08F,C.C. Adcock
ARWG0541187FB364EC,Las Ketchup
ARFG9M11187FB3BBCB,C-Side & Petit Mal
AR7CCCC1187FB578FF,Don Gibson
ARJJRZ41187FB4C856,Jewel
AR9RTS51187B996CC8,John Legend [feat. Buju Banton]
ARI6OUG1187B989234,Izzy
ARG9E8O1187B99AB4F,Bury Your Dead
ARYA9ZH119B8668A81,Our Time Down Here
ARXCUQE1187B9ADD91,Pee Wee King
ARQPSAB1269FCD243F,Acorps de Rue
AR27XEH1187FB4EC83,Les Blaireaux
AR02YGA1187B9B8AC4,Bersuit Vergarabat
ARRXG5Y1187B9AA016,G-Unit
ARGO67V1187B9968D2,Saosin
AR039B11187B9B30D0,John Williams
AR2PNSZ1187B9AF0A4,Pardesi
ARWYDXE12420780913,Baby Grand
ARMLW331187B9923F9,DJ Ostkurve
ARHK7A51187FB411D8,Roy Rogers
ARO89GU1187B98ADA2,Reni
ARMEUT11187B9BA155,Steve Riley & The Mamou Playboys
AR5DXUU1187B9B0E42,Falco
ARPEJMN11F4C84080E,New Roanoke Jug Band
ARDDTL91187B9974A7,Warren Barfield
AR0CANF1187B9AF35F,Dilated Peoples
ARUT60Q1187B9B90E9,Orquesta Broadway
ARUYVDC12086C11D5C,Fever Ray
ARELA4P1187B991507,Charles Williams
AR9OLFX1187B9A5762,Bob Wills
AR1VWD91187FB4CE99,The Animals_ Sonny Boy Williamson
ARZJFLE12086C117FF,MN
AR8Q4RZ1187FB46BDC,T-Bone Walker
AROBQ0B1187FB404F6,Walter Jackson
ARYUHNV1187FB482AF,Megadrums
AR8U8G41187B9A833B,Tim Exile
AR8W2DS1187B9B6E36,Alex Theory
ARYNSN31187FB4C573,Bizzy Bone Presents
ARQVTCN11E2835DFFD,Marcel Mouloudji
ARE9SYU1187B9B9838,Jerry Reed
ARPVFV91187B98BB94,Cinder
ARVUAJC1187B9908A5,Speedball
ARH861H1187B9B799E,Johnny Cash
ARE17W51187FB5381B,Rui Da Silva
ARM63WJ1187B9951EA,Autumnblaze
AR6TD9K1187B9A207D,Sister Rosetta Tharpe
ARHWRBR119B8669309,Hatesex
ARBQPXY1187B98D67B,Kris Kristofferson
ARYVLXY1187FB373B0,Maurane / Lara Fabian
AR7LIU31187B98EF11,Rita Chiarelli
ARTTFAQ1187B98E4FA,Kiprich
AR5RA3W1187B9B4A22,Pepe Kalle
ARIP54S1187FB53259,Jaime Urrutia
ARJA5XT1187B9B89AA,David Tao
AREY3RN1187B993C5F,Goatwhore
ARPLE851187B9B2B7C,Superchumbo
ARNNBW81187FB55594,We Show Up On Radar
ARQGNEN1187FB4494C,Gabinete Caligari
AR69GPS1187B99E556,SUMO
AR9YS621187FB5AC07,The Clark Sisters
AR2CM6U1187B999EB7,Basic Channel
ARM5JLS1187FB3615B,Tammy Wynette
ARASYMJ1187B9ACAF2,Whitesnake
AR3DYAD1187FB3964E,Chet Atkins
ARODP5P1187FB40142,Eddie Cano
AR1WU211187FB57E2B,Terry Riley
ARENLSD1241B9C71B9,Mack and Jamie
ARJBWQI1187B9B17D1,Trivium
ARE08BN1187B98FCA3,Der Plan
ARZJ4MI1187B9AF5AF,Reel Big Fish
ARVNIVQ1250941026F,Dylan Kuo
AR4TLW81187B99683D,Martin Sexton
ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers
ARQCHDN1187FB4C7C2,Luiz Bonfa
ARYZV2X1187B997BE7,Chris Standring
ARMW8O71187B98CD90,AngA(c)lla Christie
ARIULTJ1187B9A2017,Neviss
ARE8GLF1187FB52532,Red Hot Chili Peppers
ARSWXNX1187FB3D04E,Chango Spasiuk
ARTDUXM1187B9899ED,Charley Patton
ARTJPHB1187B9968E5,The Race
ARNNHLN1187FB42912,Yahir
AR9F71I1187FB46CAF,Gordon MacRae
ARFCOGY1187FB454B4,The Winans
AROIHOI122988FEB8E,Mario Rosenstock
ARM0RY81187B9AF248,Jerry Goldsmith
ARS1DCR1187B9A4A56,Winston Reedy
ARXTM8U1187B99F200,Pablo Montero
ARWJHW61187B98FA8E,Papa Wemba
AR609UN1187FB53FA1,Pride Tiger
AR8SRQ31187FB4D477,Ten Years After
ARJ1W5M1187FB458F3,Sweet
ARZOVCV11F4C83D9FA,Bamberg Symphony Orchestra and Hans Swarowsky
ARB3YS71187FB4E54E,Tomorrow
ART09111187FB5BF48,Ty Herndon;Stephanie Bentley
AR0NQD81187FB3AD13,Gary Morris
ARDEC2A1187B9A460E,Chimaira
ARZBYDY1187FB46DD7,Cali
AR0B5HI1187B9B9DB9,SilvA(c)rio Pessoa
ARFZNDU1187FB417FC,X-Static
ARKRQSV1187B99FB13,Deborah Allen
AR0N0DX1187FB41327,The Master Musicians of Jajouka featuring Bachir Attar
ARJPZSG1187FB3E985,John Holt
AR4L4WQ1187FB51996,The Prodigy
ARGXNS21187B999665,Tina Britt
ARKJVHY11E2835E76B,Sonny Terry & Brownie McGhee
ARBOG0H1187B99F775,MxPx
ARHU9211187B9B7E0E,Fort Minor (Featuring Mr. Hahn)
ARGMRRK1187FB5BE1F,Dean Elliott And His Big Band
AR0I2BV1187FB3D89F,Enslavement Of Beauty
ARMFGS71187B98ED03,liquid soul & freq
ARDL6T21187FB36FDD,C.J. Chenier
ARPPTNG11F50C482A3,Mercedes Castro
ARUILCK12086C13991,Antonio Bribiesca
ARW90Y31187B98FC7C,Pinchers
ARNLW7H1187B99EC9D,Trick Trick / Eminem
ARXPPEY1187FB51DF4,Michael Jackson
ARPHH7Z1187B9B6A3A,Franco
ARL6UP41187FB5C604,Facto Delafe y las flores azules
AR3KXHI1187FB3A8BF,Dora The Explorer
ARMKO9M1187B9B0848,Theodis Ealey
ARKYI5T1187B99334F,Janet Paschal
ARQ0BZY1187B99F093,Everyday Sunday
ARIJ7MR1187B9B484E,Peggy Zina
ARWHM281187FB3D381,Souls Of Mischief
ARFERPC1187FB557F6,Hacken Lee
AR7Y6JX1187FB4D9B3,Bad Brains
ARI4NXX1187FB59DF2,Raze
ARX2DLI1187FB4DD03,The Presets
ARDHKHJ1187B9B62EA,Steve Wilson
AR7C6G11187B9B4C1E,Jennifer Lopez
ARKQ9JM1187FB57521,A.Z.
ARADF5Q1187B98DAE7,Francisco CA(c)spedes
ARH0NCL1187B99B41A,Quadro Nuevo
ARTXS851187FB411C7,Chris Farlowe
ARPKGV01187B9939F5,The Charms
AR6J3X81187FB59A7B,Matisyahu
ARJXULI11F4C83C865,BA(c)la Fleck
ARRLCY71187B9A0FC6,Jongo Trio
ARJAOPV1187B9A96D9,Javier Mendoza Band
ARQFPCY1187FB552CE,Sapo
ARWZSFC1187FB567BF,Eddie Money
ARWD82K1187B98CFF2,Cracker
AR7N7MI1187FB46935,Sade
ARH6VQG1187B9BA0FA,Photo Atlas
AR6ZYK41187B9996BB,Kenny Price
ARZVEF91187B9AC770,Elliot Goldenthal
ARZZRK91187B9A5CA5,Delroy Wilson
ARV1RMI1187FB48F94,Arkona
AR1OBRC1187FB59AD4,Behemoth
AR2KPDL1187B9A6BD8,Andre Popp
ARUF32D1187B9B157E,Soilwork
ARDNUIN1187B98CB45,CAC/ndido
ARTYXQC1187B9ACAB2,Shaggy
AR3Q48J1187FB55278,The Rapture
ARSYKGV1187B9A49CD,Nicole C. Mullen
ARFJD5L1187B9A30BA,Los Van Van
AR9788H1187B9A05D1,Outerspace
ARHXWB01187B9A205C,Gloria Lasso
ARZ2CX31187B991668,Les Sexareenos
ARVSDB11187FB4270B,The Creation
AR573WK1187FB47167,The Balustrade Ensemble
ARIUHYM1187B9AEAE4,Ultimate Fakebook
ARF3L8J1187B9B7866,Astarte
ARWRS4D1187FB3FCD4,Elakelaiset
ARU24791187B996E24,Prisma
ARWQQYJ1187B9ADC4C,Anubis Spire
AR6DD3C1187FB3D775,Beaver Harris
ARVMFE61187B992463,Darwin Hobbs
ARMAOIY1187B9A3893,Jerry Yan
ARLDW2Y1187B9B544F,Tommy James & The Shondells
ARYN8YT1187FB38396,Los Iracundos
ARVUQIC1187B9A7C66,Hevia
ARYPRAG11F50C48C62,Checkers
ARK6JC91187B9B4B2D,Babbie Mason
ARDGBFI1269FCD6AA6,The Grease Band
ARELFAE1187FB40D0A,Bally Sagoo
AR8ACFK1187B9B4063,Champion Jack Dupree
ARRPCKN1187FB5BA2F,Z.Z. Hill
AROGAPH1187B98CF9C,Benabar
ARAPI451187B9B6E6F,John Michael Talbot
AR03BDP1187FB5B324,Britney Spears
ARH8B5X1187FB3B6C0,Skeletonwitch
AROVE3N1187FB44DAD,Charlie Cruz
AR3SEQM1187B98E9E8,Kix
ARS2FUA1187B9ADABF,Indigenous
AR937CC1187B99B9B9,Los Abuelos De La Nada
AR5BX3Y1187FB39E93,Slightly Stoopid
ARS0W831187B9AF0B7,Maximilian Hecker
ARVML4B1187FB52324,Leroy Hutson
ARP96FM1187B9AEA77,Semisonic
AR31G891187FB3892D,Laid Back
ARUG6DV1187B992475,Willie Clayton
ARNQ7UN1187B98EE77,Novaspace
AR7CCS31187B98C531,Tom Barabas
ARB5TJM1187B9A71FD,Finntroll
ARB5S4L1187FB4AD20,Carlos Ponce
ARSEC9Q1187B98912D,Colin James
ARKETDZ1187B9B2566,Marlene Dietrich
ARLUAK21187B9B785A,Ziggy Marley And The Melody Makers
ARZENOX1187B98A645,John Mayer
ARTWWNA1187B9B3BD7,Frederik
ARSZDAS11E2835C305,Emeneya
AR5UVIM1187B98A8B9,Dropline
ARVBP9K1187FB48254,Cancer Bats
ARZSTXE1187B99DD77,Biddu
ARYXGST1187B991071,Uman
AR9XDAA1187B99768F,Lara & Reyes
ARGGEGH11F4C83C076,Miriam Yeung
AR3EABF1187B98AD35,Sophie Tucker
ARGDY4Y1187B9A334F,Pyranja
AR26X1C1187B9B0A1B,Conway Twitty
ARIIXHS11F50C48D0D,Agency 1.9.9.4
ARTXGGI1187B9B3D58,Blackalicious
ARRJ3UC1187FB579D7,Wyclef Jean featuring Butch Cassidy and Sharissa
AR3P1NA1187FB44B9E,Ben Watt feat. Estelle
ARTLGXQ1269FB35910,AurA(c)lien Merle
ARM578G1187B989000,Far Too Jones
ARXWBYG1241B9CE962,Jenney
ARR6LWJ1187FB44C8B,R.E.M.
ARIXPDI11E90579CD5,Los Gaiteros de San Jacinto
ARXX9J41187B9AE4D0,King Diamond
ARK8EHO1187B9B71D1,Shamen
ARPTJHV11F4C83EF53,Mighty Diamonds
ARG4KW31187FB51B7C,Atomic Rooster
ARBTD2Y1187B9B3EA5,Lincoln Center Jazz Orchestra
ARS8VY21187B990549,Ray Boltz & Steve Millikan
ARML8X41187B990644,Simple Minds
AR58SJE1187B9A8E4C,J. B. Lenoir
ART8F8O1187B9A538D,Herbert  von Karajan
ARKU3Z61187FB51DCA,Rihanna
ARUP5LV1187FB50BD8,Fuzz
ARV8LAR1187FB3DE2A,Dokken
ARIIMGV11F4C842BDA,Ionics
ARZVBBM1241B9CB622,Top Of The Poppers
ARIYH1U1187B9AF8A3,Paulette Tajah
AR0U44O1187B99007C,Republica;Jonny Male;Dave Arch
ARM7EDF1187B9B3FA1,Guns N' Roses
AR2XI6G1187B9AE7DA,Fat Joe
AR1NT3H1187B99F67B,Skrape
ARPJMMD1187FB4BD47,Curt Bois
ARFWL8S1187B9B4B44,CA(c)line Dion
ARIH5GU1187FB4C958,Silverchair
ARF84A41187B9A34E7,Rancid
ARHMZAR1187B9B077C,Brian Auger's Oblivion Express
ARIF6IS1187B98FDEB,Primordial
ARQRD391187FB5515A,Chelsea
ARGLRBB12472CE2CFF,Rainer Bielfeldt
AR4JY8V1187B98A62F,Ann Hampton Callaway
ARR6MOS1187B994C51,Mando Diao
ARF3HEO1187B9AF2F4,Donnie McClurkin
ARXBXVM11E9057944C,NewFound Road
ARS26BQ1187B99466D,Vilma Palma e Vampiros
ARXZIHJ1187B9A4ED9,Ray Conniff
AR199MY1187B9B731E,Madilu System
ARKCYJV1187FB392E9,Set Your Goals
ARTE6AQ1187B9B2826,The High Strung
ARQL2SZ1187B99244B,Nic Endo
ARSAJKR1187FB4C5DC,Kim Wilson
ARNDB1X1187B990AA0,Suicidal Tendencies
ARKC83D1187B9AB367,Bill & Gloria Gaither
ARXLOGT1187FB45068,Jennifer Brown
ARGKPBC1187B9ADF8E,"Jean LumiA""re"
ARTWPGO1187FB52DC3,Elephant Man
ARLZ6BF1187FB3DD6A,Alain Souchon
ARO5P0H1187FB5BAD7,Pepper
AR2D6TV1187B9B2FBF,FIR
AREDTTS1187FB5357E,Eric Champion
AR58SW81187B992CA0,Zeltinger Band
ARXJJSN1187B98CB37,Bebe Winans
ARMR44C1187FB433D2,Penguin CafA(c) Orchestra
ARJKZOP11F50C51177,Colombiafrica - The Mystic Orchestra
ARA2CR31187FB36A39,The Kitchen
AR1DC0611A348EFB30,Statues
ARBHBE91187B9A1F58,Jonny Lang
ARMB95F1187B9B5B93,Cam'Ron / JR Writer
ARMY5XE1187FB38AF3,Novembre
AR32JLC1187B9946AF,X-Raided
AR5TQ1T1187FB59492,Cornell Campbell
ARIRBO11187FB4B219,Donna The Buffalo
AR5MSL51187FB52E11,AI-TIEM
AR6W5MS1187FB3BF47,Little Feat
AR78ZID1187B9B31ED,Mikey Dread
AR6IJ6U1187B99FC7C,Alberto Cortez
ARMIQRB12298900AFB,Conjunto Mar Azul
AR4R1FL1187FB55C3B,Death From Above 1979
ARBVHDI1187FB436DF,Eyehategod
ARQWHQV122988FCC57,Mal De Ojo
ART9Z1P1187FB36C94,Edmundo Ros
ARKMIBT11F4C8430D9,The Antlers
ARD3ICK1187B9A56C9,Jimmy Riley
AR3AIEI1187B992D8D,Marilyn Horne / Wiener Opernorchester / Henry Lewis
ARML3X41187FB35F2E,Jason Mraz
ARJJYQS1187B996882,Pyrolator
AR8ZTV41187FB3F311,James Scott Skinner
ARTVBNL1187FB52DF3,Grupo Batuque
ARIRD6J1187FB5A98C,Sugar Minott
ARGBR4I1187B99D073,Mudhoney
AROPC1B1187FB567E3,Out Of The Grey
ARH09RT1187FB4A843,OV7
ARV2X851187FB41A78,Open Hand
ARXW2MN1187B9B8817,X-ecutioners
ARKIYC51187FB4775A,Juice Leskinen
AR8BMEQ1187B9B4214,Pumpkin Buzzard
ARTJJZZ1187B9BA5E7,Rishi Rich
ARRH63Y1187FB47783,Kanye West
ARE8HA81187B99A95F,The Katies
AR6OPE31187B9B9CB7,Los Hispanos
ARWBL9E1187FB4E695,Paul Brown
ARD39VZ1187B9B9A57,Lloyd Banks
ARODMZJ1187B9ACE8E,Terror Fabulous
AR0DTOH1187FB4B83A,Eddie Henderson
ARSTA431187B9A3599,Kartik Seshadri
ARA6BH81187B98F3AF,Modeselektor
AR0B1CH1187FB3A824,Charlie Rich
AR46CAD1187FB4D84B,Bad Religion
ARXKVWH11F50C4974D,SaarbrA1/4cken Radio Symphony Orchestra
ARRX4FO1187FB58DD6,Jackie Davis
ARG8DXO1187B9AF743,Less Than Jake
AREV2491187B9B017E,Mobb Deep
ARD5SR21187B9B5F4A,Irwin Goodman
ARDM8331187B9B947E,Pedro Aznar
AR223M11187B9ADDD6,Marty Robbins
ARDSWIE1187FB39056,Gang Starr Featuring Jeru The Damaja And Lil Dap
ARGCTOE122988F0925,Lenn Hammond
ARENU9O1187B993B5E,Cool For August
ARK0BT61187B9ACEC2,Monster Magnet
ARH3S5S1187FB4F76B,Nirvana
ARMGJ1W1187FB53EEC,Unison
AR72Q9R1187B98A664,Hatiras & Slarta John
ARAPH9U1187B9B34F0,Randy Travis
AR9A5TK1187B9AD07F,fIREHOSE
ARE13NK1187FB4CF92,Alternative TV
AR0569B1187B9A4036,Mike Bloomfield
ARL6F541187B9ADC0C,Francky Vincent
ARUKN9H1187B9B71C8,The Black Crowes
AR4FGSF1187FB528BE,Mat Kearney
ARLHEM01187B9AFF5B,Conjunto Clasico
ARC87OG1187B99F540,Julie Roberts
ARB0OOC1187B98B2C4,Lily Holbrook
ARFAKQ01187B990163,Georges Delerue
ARGIABO1187FB4B3B5,Ronnie Milsap
ARALUUG1187FB58696,Irma Thomas
AR2TT8P1187B9B624D,O'2L
AREHK7O1187B9ADDD7,The Cardigans
AR4GAFY1187B9B639D,B.B. King
ARGXLDE1187B99244E,Zen Lemonade
ARLGIX31187B9AE9A0,R. Kelly & Jay Z
ARVI9KK1187B9AACB4,Jan Wayne
ARNE16X1187B9B2DEE,Jimmy Cliff
ARJR7S11187FB36A2A,The Forms
AR392MV1187FB3C3FE,Connie Francis
ARVNBNU1252CCFA156,Larry The Cable Guy
AR879VR1187FB4DC8B,The Kirkbys
ARWV0Q11187FB4CDCE,Arc Angels
AROSGVP1187B9B011F,The Clancy Brothers
AR4GP451187FB3F2BB,Andy Griffith
ARGCEOR1187B9A4E7D,Eric Demarsan
ARAGMIV11F4C843F78,"Myrick ""Freeze"" Guillory"
ARB2M051187FB56FA9,Ice-T & Chuck D
ARJ7SQ31187B9AF432,Billy Bragg & Wilco
ARQI3OI1187B99DB1A,GAPtterdA$?mmerung
AROGHQQ1187B9890E3,Mil
ARCYQ1P1187FB3F3CA,The Twinkle Brothers
AR1VCLT1187FB4C8AC,Tum Tum
ARPPIDW1269FB37D97,Mr Dubz
ARLKMZE1269FB37388,Die Bandbreite
ARD7U0O1187FB5531A,Andre Verchuren
AR9YV621187B99373E,Marco Beltrami
ARKCAKL121318C569E,Erik Hassle
AROLMXS1241B9C6915,An Cafe
ARRNO111187B9B3FC9,Galactic
ARFONSP11F50C4D175,Michael Bloomfield
ARI3WLL1187B99182B,Soul Embraced
AR7V3VQ1187B9A08AA,At All Cost
ARNBFWO1187FB4D1DD,William Coulter
AR4M1KM1187B9AC7E2,Phil Spector
ARMEGHI11E2835C3C3,Barrabas
ART4EPR1187FB38772,Malcolm McLaren
ARJSGPI1241B9C8855,Birmingham Jubilee Singers
ARNZPLV1187FB3DF5D,Capleton
ARHY20W1187B9B8262,Steve Erquiaga
ARY53RR1187B9AE485,Avril Lavigne
ARDMWZS1257509D66D,Mickey And The Students
AR1ZZOW1187B99BA84,Bumblefoot
ARZKUQF11F4C8456E8,The Moody Blues
AR7537T1187B98FF59,Frankie Randall
ARNITNO1187FB555D3,Arturo Sandoval
AREB9421187FB458EF,Tommy Overstreet
ARGREXL1187FB3FC9B,Coven
ARSAWAQ1269FB35DF2,Kzss & Atma
ARA8O8L1187B9AD61D,Professor Longhair
ARWKVPA12509411EFF,Stelios Dionisiou
AROPZYT11F4C83EFFA,J.C. Lodge
AR6KB411187FB40C09,Hubert Kah
AR828WL1187FB47E81,M
AR8TCLH1187B9A85E4,Piero Umiliani
ARNLOX91187B990BFC,Tabu Ley Rochereau
AROIIF91187FB4F2D5,Dead Prez
ARODFDS1187FB57348,Sergio Mendes / Black Eyed Peas
AR5K75Y1187B9B5F7E,Janice Vidal
ARF1E421187B9AF8C4,El Gran Silencio
AR7LN7G1187FB395BB,Les Bantous De La Capitale
AR3N2H11187B98AFBA,Sivuca
ARU3YYC1187FB43FEE,Luis Alberto Spinetta
ARUNYOW1187FB43F2A,Blind Boy Fuller
ARNJ2VR1187B989DA8,Paula Santoro
ARE26EG1187B990AEF,Sunscreem
ARIK8T31187B9A4D4F,Louis Prima And Keely Smith
AR63RWN1187FB3E89A,Robert Lockwood_ Jr.
AR695PK1187B996E35,Jeremy Spencer
ARBFQ7L1187B9ACD48,The Velvet Underground
ARNMHWR11F4C83B384,Kingston Trio
ARHSYTC11F50C505F9,D' Militante
ARVFGPJ1187B9A2477,Michelle & Vickie
ARI9ZSM1187FB377C5,Pamelo Mounk'a
AR6Q6PN1187B9A01E1,Los Fernandos
AR2P71H1187B9B8C00,Kool Savas
AR23SSG1187FB3AC75,Rainie Yang
ARRVGAX1187FB4D745,Little Eva
ARNHHIV1187FB4EA23,New Order
AR53RLV1187FB39AA5,Damone
ARWIMT21187B9B5AEC,Joe Turner
ARB45GQ1187B98D2B4,DeGarmo & Key
ARJA1841187FB3A029,David Bowie
ARSL3N21187B98DFC5,Klaus Badelt
ARL635X1187B990092,Charlotte Gainsbourg
AR12F2S1187FB56EEF,Aerosmith
ARC5Q0L1187B98D463,Enter the Haggis
ARX9L381187B9B7265,Mac McAnally
ARFH6FT1187FB5BF47,T.O.K.
ARN9GBH1187FB3FEF9,Leo Gandelman
ARAH4TU1187FB51D28,Bill Laswell
AR25WM21187FB461B3,Francis Lai
ARZQM8D1187FB438CC,Herbst9_ Z'ev
ARV4KO21187FB38008,Del Tha Funkee Homosapien
ARXLX5L1187FB47BED,Crazy Horse
AR787QE1187B9B48C6,Sam Butera & The Witnesses
AR0BV7E1187FB386C1,Lee Ritenour / Jeff Mironov
AR0IVSA1187FB4F069,Helmet
ARIUNKJ12802FDE157,Dine et DA(c)on
ARDF6RM1187FB5A409,Martin Denny
ARGBGC71187FB3DD0B,DJ Nasty
ARB054P1187B9AD32E,Santana
ARYHTAK11F50C4A2FB,Ray Sandoval
ARHMUJK1250940F0DE,Amalia Avgoustaki
ARM9QAE1187B9AF687,Shaman
ARCF06I1187B995398,K-OS
ARYISOC1187B9998F1,Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N
ARCRR5X1187FB3BD4A,Elva Hsiao
ARJFOC01187FB413A5,Delbert McClinton
ARQ8FR81187FB58D27,Gloria De Haven
AR0WV4Y1187B99B806,Rhian Benson
ARYYCVC1187B9A8510,Bessie Smith
ARB336A1187B9A4583,MC5
AR0WCZW1187B99F592,Tommy Torres
ARYB42B1187FB37B01,Les Malpolis
AR84AQE1187B98AD9C,Washboard Sam
ARK0VFZ1187FB4309B,Shirley Caesar
ARCLFWR1187B9AE7B2,Fun Lovin' Criminals
ARW9DSD1187B9A0345,Los Chunguitos
AR3MSAN1187B98F06B,OutKast
AR261YW1187FB374B3,Warrant
ARHPBZT1269FCD0B57,IYOV
ARSRFOY1187B9917DA,Otis Taylor
ARSBFGV1241B9CE441,Laron aka Swan featuring Alexander East
AR5R7791187FB3A8C3,Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson
ARGS67J1187FB3FC1A,Righteous Brothers
AR22KZ51187B9A0A31,Five Fingers of Funk
ARDXWVZ1187B9B52F1,Michael Whalen
ARFM7OI1187B990C49,Tonic
AR5C6M11187B9AC877,The Grip Weeds
ARNTTHK1187B98FF64,Andy & Lucas
ARKWT6J1187B98ED50,MA3veis Coloniais de Acaju
AR5ZJLK1187B9B3A8E,John D. Loudermilk
ARQHLIO1187B98AA6A,Jay PA(c)rez
ARO4WQR1187B9B9825,Kenny Rogers
ARXDOUQ11F50C4A239,Wednesday 13's Frankenstein Drag Queens From Planet 13
ARXK4YK1187FB4D0C4,Dub Pistols feat. Lindy Layton & Rodney P
AR5T4YC1187FB5915E,Darwin's Waiting Room
ARPUTNP1187B9AA71B,AndrA(c) Minvielle
ARYFHBH1257509D340,Hassan Annouri feat. Cassandra Steen
ARK71TS1187B9902B0,Gaiteros de Pillopo
ARIF3EV1187B9B8522,Paul Taylor / Terry Dexter
ARGR98V1187FB3A1B9,Andreas Dorau
ARA26TC1187B9B8505,Bukue One
ARHYYNT1187B9A3AB8,Hiram Bullock
ARELVCU1187B98F3E5,Serpentine
ARMG34A1187FB548A8,Thomas Dolby
ARLMRES11F4C83E1E1,Barbara Lusch
AREJXK41187B9A4ACC,RaphaA<<l
ARRWAD71187FB3FE44,Martha Wainwright
ARML7XL1187FB43F59,Boondox
ARP90NR1187B990ECA,Rene Touzet
ARHTHC01187B9B6D2A,Michael McDonald
ARC70XM1187FB4D5B0,Free
AR8QHU51187B9A3341,Leo Ku
AR12EOE1187FB3AE26,The Pineapple Thief
ARASJQK1187FB5B9D1,Buddy Jewell
ARAVEKH1269FCD294D,Demonbreed
AR5J8N51187FB54ED9,Joe Heaney
AR189B91187B9B8D9C,Cerati-Melero
ARXTUHV1187B99268F,Remmy Ongala
ARBTNN91187B9ADD5D,The Last
ARR8B8W1187B9AE0B4,House Of Lords
AR1BA6K1187B9A5656,Helen O'Connell
ARCVMYS12454A51E6E,The Sun Harbor's Chorus-Documentary Recordings
ARNIO6W1187FB37297,DCS
AR1ZKBE1187FB53629,Kraftwerk
ARHINI31187B995C1D,Singing Melody
AR2S4CA1187B99632E,FFH
ARBB58Y1187B9B621B,Bill & Gloria Gaither
ARXZP9T1187FB4565D,Willie Clancy
AR5GMAV1187FB3A8F5,Chris Clark
ARO3SS31187FB3729C,GWAR
ARRXPRY1187B9A8B34,Gran Coquivacoa
AR190KO1187B9905EC,Sick Puppies
ARUMR3G1187B9B2B09,Gary Nichols
ARSZIBW1187B994053,James Newton Howard
AR20CFC1187B98A25D,Ray Charles
AR26XQ61187FB36CF3,Geggy Tah
ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs
AR88F5X1187FB3EA17,Loretta Lynn
ARKQN8X1187B99221C,Joe Rogan
ARX99U51187B991481,Mista
AR6G6G01187B9B1637,Unearth
ARAZCWP129462A97F1,Bob Marley
ARZKFR51187B9AF51B,Brian Free & Assurance
ARJXZX41187B9B6A43,Dream Warriors
AR0BLA51187FB4E6CD,The In Crowd / Jah Stitch
AR4EQ231187B99368F,The Fray
AR7QAHN1187FB35F8B,Groucho Marx
AR4EVIX1187B993DE9,Alceu ValenASSa
ARDY3451187B9A0226,Skeeter Davis
AR02IU11187FB513F2,Tito Puente
ARJ3VRY1187B9A3058,Memphis La Blusera
AR4BSBD1187B9ACD3A,One Block Radius
ARWXMEP1241B9CD7CE,Various Indian Tribes
ARCYE581187B9A1482,Timo Maas
AR1Y0N71187FB43209,Anat Ben David
ARUTS6Y1187FB5BDAB,Twila Paris
ARTCO131187B9B9ADB,Bob Carlisle
ARI648V1187B9B5379,The Michael Stanley Band
ARY1P2B1187B9B78F5,Mariano Yanani
ARESVFD1187FB522E6,Rikk Agnew
ARTH9041187FB43E1F,Eminem
ARVZDOM1187B9B49C9,Barry Manilow
ARZBOES1187FB40178,Carlos Baute
ARPB4TX1187B98DDEA,Marga Gomez
AR8CT8U1187FB4D803,Dexys Midnight Runners
AR7GOK91187FB455F5,Jean-Jacques Goldman
ARLBNAC1187FB47151,Etienne de CrA(c)cyA 
ARE815V1187B998A43,T-la Rock
AR1SQSG1187B9AC782,Kent
ARA1EK21187B9A2FB7,Silent Stream Of Godless Elegy
ARVUVRE12420780B0B,Stiff Meat
ARDGALJ1187FB55592,Asterisk*
ARNDL191187FB51583,Jimi Hendrix
AR45KNL1187B992E53,Dr. Elmo
ARV57NY1187FB3C1DC,Tommy Castro
ARZM53A1187B9A1AE7,Panzer AG
AR7G0NH1187FB42E47,Gus Cannon
AR1Y37Q1187B9B66D2,Suicide
ARZS5VW1187FB567E8,William Orbit
ARGNLJL1187B9AB503,Point Of Grace
ARC8CQZ1187B98DECA,Jack Johnson
ARGFVP41187B99296B,Max Melvin
ARPZPET1252CCF9386,Plagia
