album.id,album.title,album.company
216081,Roni Size Reprazent - New Forms2,Boosey&Hawkes
700407,Expression,Behringer
401488,I Love It,The Visual Dimensions Music
198380,Hanji,Triple Vision Record Distribution
234738,Rumba Que Te Tumba,Triple Vision Record Distribution
217966,Small Miracles,Multimedia Record Corporation
629748,Emotional Ninja,AMCR
604170,Changing Tha Game,GoConnect
399772,Latino Christmas,SoBe Entertainment
278032,Tu Me Haces Falta,PGP-RTB
5395,An Intimate Christmas,Newbury Comics
768212,Thank You Edith! (Tribute to Edith Piaf),Lone Star Music
583392,I Promise My Heart,Go! Discs
258322,Early Gospel Recordings,Spectra Records
683903,Club Work Session Vol.03,Nuwax Records
55238,Brasil,Halaqah Media
164708,The Torture Papers,Thorn EMI
803126,The Greatest Hits from 40's and 50's_ Vol. 28,BTM Music Group Inc.
70646,Here There And Everywhere,Def Jam Recordings
625137,Put U To Bed,Econore
366780,Latin Nights,Ultra Music
95340,I Put a Spell on You: The Best Of,Bang
37506,S.O.S.,EMI Music Japan
225988,Police Python 357 / L'Important C'Est D'Aimer/Paul Gaugu In/ Malpertuis / Jamais Plus Toujours,SoBe Entertainment
726379,Can't Hold Back,Sony BMG
506618,On a Bridge Atop the Heap of Friends Who Jumped,Great Big Island
35631,Laugh Now_ Cry Later,Sony BMG
469537,Bobby Capo Selected Hits Vol. 2,Econore
663900,One Fine Day,One Records
218766,Liberty For All!,Sony Music Entertainmet (Japan) Inc.
572490,Everything Will Be Alright_ The Power of Gospel,Disc Makers
465807,Kathleen Madigan,J Storm
178620,Desert Poems,Broccoli
228272,Another Way To Go,Disc Makers
608749,Family Christmas,Aquaplus
201731,Wilhelm Gustloff,Definitive Jux
536937,Borron Y Cuenta Nueva,Instant Live
364307,Twilight,Ultra Music
540479,Ultraviolet,Go! Discs
532527,Music Has The Right To Children,Bang
243289,Chumps On Parade,The Visual Dimensions Music
316046,The Collection,Bad Boy Records
473397,Reader's Digest Music: Ed Ames - The Reader's Digest Sessions_ Vol. 1,Harthouse
647213,The Universal Cure,Diskoton
267820,Photograph [Commercial Single],Extraphone
64157,Battle Of Britain,Aardvark Records
146308,Standing By,GMA Artist Center
292133,Keep It Simple,Concord Music Group
615129,Bela Fleck and the Flecktones,PlayNetwork
571090,When Angels and Serpents Dance,Magnatune
600571,Thank You Mama For Praying For Me...,Ektaar Music Ltd
757780,Del And The Boys,Aardvark Records
43318,Hybrid Theory,JamGlue
390157,The Essential Ronnie Milsap,Movic
110159,Time Will Crawl E.P.,Muzak
22383,The Roots Come Alive,Backstreet Records
94459,The Flies,Koch Entertainment
47639,Business As Usual,Boosey&Hawkes
111881,Rhythms Of Life,Suzy
27051,Between The Buried And Me,Sony Music Australia
238767,Soft Place To Fall,Saban Capital Group
708849,Ylem,Diskoton
269267,No borders,Aardvark Records
363783,Down On My Knees,CAPP Records
509686,Vinyl Replica: El Milagro Argentino,Magnatune
771319,The Triumph,Talent Quest
386501,Silverlined,MGM Distribution
106254,Mindy McCready,Menart Records
518084,Live & Rare,Live Music Records
420605,The Very Best Of,T-Series
580995,Children's Christmas Party,DSP Media
286317,Super Hits,Disc Makers
87904,Soul Donkey,Johnny&Associates
264782,The Dungeonmaster's Guide,Behringer
630612,The Very Best of Gisele MacKenzie,Disc Makers
466884,Freedom Of Expression,Cris Morena Group
94166,Good Times - A Collection,Lone Star Music
240016,Into the Oh,DSP Media
620764,Traditional Music Of Ireland,Lone Star Music
630579,Abnormal,JYP Entertainment
161691,The Panama Limited,Def Jam Recordings
94240,Chyna Doll,PIAS UK Distribution
702074,Travel Without Leaving The Bed,GRGDN
53164,Arnold Layne,Hed Kandi
475877,Static Dynamics,Econore
9153,By The Way,Entertainment One
761892,Rock Crown,GoConnect
281586,Na Fisai I Anixi,Definitive Jux
228300,Latin Jazz (Jazz Club),Johnny&Associates
719172,Industrial Panorama,Menart Records
629722,West Side Story - Original Broadway Cast,DSP Media
277276,The Fifth Ave,Musketeer Records
406997,Les Affranchis,BTM Music Group Inc.
287223,X.O. Experience,DMX
569913,Moon In Scorpio,Multimedia Record Corporation
93181,Jukebox Hits 1940-1951,Sony Music Entertainment
310877,Ganas De Vivir,Disc Makers
26379,Bush Doctor,Boosey&Hawkes
599320,The Roots Of Rap: Classic Recordings From The 1920s & 30s,Room 10 Records
571600,Is This Room Getting Smaller?,DSP Media
759590,ConfiA!,Oricon
1593,All I Want,Nuwax Records
538806,My Own Set Of Rules,Sony Music Entertainment
735329,This Is You,Multimedia Record Corporation
529997,Paradigm Shift,Diskoton
382118,Powerful Stuff,JamGlue
457846,Temporary Measures,PGP-RTB
462774,Thugz Of War,Bang
347392,Official Space Tape,J Storm
297735,Heard 'Em Say,Posse Up Entertainment
606097,Rockers Vibration,Aquaplus
286965,An Austin Rhythm And Blues Christmas,ARC Music
171941,Gift Grub 8 - The G Factor,Diskoton
346208,20 AA+-os,Johnny&Associates
599859,The Cornshucker's Frolic: Classic Recordings From The 1920's & 30's_ Vol. 2,Gold Typhoon
278003,Reach For The Ground,GoConnect
148743,How Far? How Fast?,Go! Discs
74608,Open Fire,Concord Music Group
599236,Solid Ground,GoConnect
242490,"Who's On The Lord's Side ""Live",Definitive Jux
223624,Two Bugs And A Roach,Electronic Arts Recordings
777840,Mes premiers vinyls,Ektaar Music Ltd
349100,Billy Butler's Sugar Candy Lady,Movic
418240,Usher,Nuwax Records
772499,Lively Up Yourself,Mushroom Records
257891,"ZA""lA(c)",Boosey&Hawkes
56789,Informal Introduction,Boosey&Hawkes
27703,Great Gentlemen Of Song / Spotlight On Andy Russell,Sony Music Entertainment
461028,Here is Fabulous Eddie Cano,Aquaplus
299,The Bitter End,ARC Music
185937,Front Row,Anjunabeats
280531,The Best Of,Telstar Records
280211,Charmer,Nuwax Records
754127,Sweet Child,JYP Entertainment
505423,Cobra Killer,Diagnosis… DON'T! reCoRdings
479958,Irresistible Meltdown Vol. 2,SoBe Entertainment
786180,Apiti_ vol. 3,GMA Artist Center
307287,Be Exalted,Musketeer Records
450834,Lickerish,Telstar Records
7049,Fair Warning,Jugodisk
278726,Howdy!,Koch Entertainment
759579,Epidemic,Cris Morena Group
734782,SA(c)ance,EMI
227650,Rise,Broccoli
221684,Amor Y Ruleta,Suzy
816250,Vintage Collections,AMCR
203257,Night Cruiser,Saban Capital Group
581894,By Request,Hed Kandi
780902,The Unforgiven Vol. 2.5,T-Series
165397,Lian Ai Tian Cai,Gold Typhoon
743937,Malina.Org.azm.ru,GRGDN
547284,This Town,Suzy
203410,Dance Hall Showcase Vol. II,Instant Live
162230,Spirit in My Life,Pony Canyon
225158,In The Mood,Broccoli
23967,The Wild One - The Greatest Hits,Aardvark Records
38027,Diet Pills & Magazines,Oricon
448201,Groove It,Sony Music Entertainment
196566,All Of Me,MCA Inc.
429695,Youth & Young Manhood,Sony Music Entertainment
120256,Kalifornia Love,Go! Discs
67443,The Platinum Collection,Skeleton Crew
146604,Flee,Bad Boy Records
552858,Miao......,Aardvark Records
302022,Teenage Head,DMX
563109,All Time Greats,Harthouse
731981,Apollo Sound V,AMCR
722155,The Definition Of A ZillaNaire [DJ Drop Mix],Broccoli
418177,15 Exitos Originales Con Rocio Jurado,Pony Canyon
725807,Electric Doorbells,Posse Up Entertainment
365859,Attitude Identitaire,Sony BMG
337123,Happy Etude,Nuwax Records
92631,Wake Up! Wake Up!,Random Disc Records
481828,Best Of/20th Century,Pony Canyon
295070,Super Hits,PGP-RTB
321474,The Vegas Years,Bang
600650,Reggae Superstars 9 & 10,Menart Records
502757,Killswitch Engage [Special Edition],Live Music Records
742576,Balle! Balle! Sounds of Bhangra,AMCR
154924,The Christmas Guest,GMA Artist Center
635170,Get Picked Up,Bang
597112,The Best Of The Memphis Jug Band,Kung Fu Records
150096,Canta Lo Mejor De Los Mejores,JamGlue
330154,Wet Memory,Magnatune
803687,The Greatest Hits from 40's and 50's_ Vol. 40,Sony BMG
92091,Live Around The World 1991 - 1996,5pb.
514617,Nicho... En El Bar 2,PIAS Entertainment Group
240644,Same !@#$ Different Day,CAPP Records
686954,24-7,Aquaplus
76202,Soulsation! The 25th Anniversary Collection,S.M. Entertainment
816522,X-Filez V.1: 24 Garden Blocc Classics,Sony Music Australia
360295,Glad You're Here,PlayNetwork
810158,Tha Remixes Vol. 2,Johnny&Associates
292235,Live in Malaysia 2004,Istanbul Plak
43438,Straight From The Soul,Instant Live
463655,Riddim Driven: Wanted,Diagnosis… DON'T! reCoRdings
60485,Blues At Montreux,Def Jam Recordings
562080,It Is What It Is,Sony Music Entertainmet (Japan) Inc.
762407,If That's What It Takes,DMX
198389,Verdi: Aida,Anjunabeats
786949,The Giuseppi Logan Quintet,Skeleton Crew
515100,Brain Cycles,Behringer
304110,Miyela Africa,Koch Entertainment
153075,Los Primeros Exitos Alacraneros,Lone Star Music
760855,The Roches,One Records
286010,The Platinum Collection,Talent Quest
90302,Situations,Sony Music Australia
646868,Happy Boy,Newbury Comics
278510,Simple House,Sony BMG
468713,Racing the Tide,Broccoli
331557,Maudat,Newbury Comics
315756,F4-Tu To Na Aai,GoConnect
463877,DUBB,Oricon
411277,The Best of Jimmy Hughes,Menart Records
451199,Mesmerise the Future,Entertainment One
395797,Soul To Soul/ Texas Flood/ Couldn't Stand The Weather,HITT Production
608959,Bricks Are Heavy,GRGDN
142750,Mother Of The Blues_ CD E,CJ E&M Music Performance Divison
226915,Raw Deal,Gold Typhoon
597233,Night work,Sony Music Entertainment
281782,Mia Vradia Stin Fantasia No.1,S.M. Entertainment
619823,Easy Living,HITT Production
25181,I'm Just Corey,Extraphone
601547,Hatebreed [Explicit],Muzak
5402,Moonlight Survived,Disc Makers
295597,The Essential Connie Smith,Magnatune
223470,Wreck of Nerves,CJ E&M Music Performance Divison
601433,He Kept On Loving Me,PGP-RTB
695511,MambA3 InspiraciA3n - Primeras Grabaciones 1953-1955,Saban Capital Group
288450,Brightess night,CJ E&M Music Performance Divison
738,Murder Ballads,One Records
804421,Double Barrel,Broccoli
71603,Survivalism,Sony Music Entertainment
416731,Perdus Corps et Biens,Econore
60049,Atlantis - Hymns for Disco.,Lone Star Music
289903,Un Jour Comme Aujourd' Hui,Bad Boy Records
589751,Lala Song The Remixes,Great Big Island
665465,John Brown Or Die: A Revival You Can Believe In,Electronic Arts Recordings
667952,Greatest Christmas Hits,Aardvark Records
463667,Riddim Driven: Coolie Skank,Istanbul Plak
160073,Sauta Rabel,Great Big Island
8350,Motown II,Ministry of Sound
65522,Mercy,ARC Music
479326,The Southern Harmony And Musical Companion,Skeleton Crew
273611,Authorized,PGP-RTB
691789,Claw Hammer,Sumthing Distribution
445750,Anita Love's,Econore
46737,Dope Radio,Microphone Records
565698,Solid Soul,Electronic Arts Recordings
327022,X Christmas,MGM Distribution
164824,Mimame BandoneA3n,EMI
682287,100 Unforgettable Bulgarian Pop Songs By Songwriter Jivko Kolev - Part I,Hed Kandi
431568,Espana tiene sabor,Ektaar Music Ltd
820141,While You Slept I Went Out Walking,CAPP Records
146606,Playmates,Nuwax Records
568312,Love Canticle,Great Big Island
281698,Black & Blue,Pony Canyon
525940,Malllet Jazz,AMCR
271181,Virus,Broccoli
29212,Si J'A(c)tais Elle,AMCR
806960,El Vaqueton,Ministry of Sound
478734,Moon's Tune,PGP-RTB
784479,It's My Club And I'll Play What I Want To,JYP Entertainment
784742,Fuwari,Halaqah Media
811230,Discoteca Ep 2,Definitive Jux
35166,30 Seconds To Mars,Aquaplus
282227,Still Cyco After All These Years,AMCR
500158,Stronger_ Faster_ Science,Ministry of Sound
696953,Tha Triflin' Album,Skeleton Crew
142365,20 Melodies pour rever_ Volume 2,Electronic Arts Recordings
200559,At Home With You,Telstar Records
533837,Beautiful,ARC Music
821357,The Gothic Sounds of Nightbreed Volume 5,Halaqah Media
9039,My Favorite Headache,Magnatune
469438,Out of the Club Into the Night,Posse Up Entertainment
776252,Legendary,JamGlue
387111,Human Being,Suzy
611707,The Fureys Finest,Musketeer Records
295705,Jim Jones / Hustler's P.O.M.E. (Product Of My Environment),Sony BMG
328398,Men And Women,Istanbul Plak
496370,Tres Cosas,Scranton Button Company
673306,BA(c)zu le roi de la fAate,Electronic Arts Recordings
6988,David Meece/Chronology,Istanbul Plak
185630,Joyful,Johnny&Associates
218123,Snow [Hey Oh] [Live],Skeleton Crew
300401,Halfpastheartache,Sony/ATV Music Publishing
701679,Oblivion Beckons,Movic
230458,Halfway to Gone,Concord Music Group
545281,Soul On Ten,Ultra Music
368970,"Heritage - FlorilA""ge - BAM (1954-1978)",Menart Records
262115,For The Sake Of The Children,Random Disc Records
219520,Mississippi Delta Blues Jam In Memphis,DMX
480803,Drawing Down the Moon,Electronic Arts Recordings
318926,Live! At The Desert Inn,Corporation
29379,Keepin' It Cool,Suzy
66964,Beauty Queen,Menart Records
433281,Knowing,Gold Typhoon
460964,Slaves Mass,Ektaar Music Ltd
310479,Satriani Live,SoBe Entertainment
540308,You Break It...You Bought It!,Sony Music Entertainment
529117,Conversations with God: A Windham Hill Collection,Definitive Jux
12682,War of the Worlds,JYP Entertainment
110337,Lauren Wood,Random Disc Records
260566,Country And Western - Volume 1,Kung Fu Records
759082,Menage a trois,Talent Quest
9859,The Emancipation of Mimi,Halaqah Media
291851,The One,EMI
565418,Better Days,Saban Capital Group
53053,The City,ECA Records
191051,The Burning Bridges Tour,Instant Live
311115,Rise,T-Series
153286,Perpetual Emotion,Go! Discs
43673,Sweet Talkin' Girls: The Best Of The Chiffons,Johnny&Associates
618373,Bar De Lune Presents Buddhist Chillout,DSP Media
221617,Live!,Posse Up Entertainment
511932,La Inspiracion De Agustin Lara,Spectra Records
440196,Voices Of Americana: Tommy McLain,One Records
102367,Lit'l Song,Concord Music Group
391883,Iron,Mushroom Records
734270,Everything Remains (As It Never Was),AMCR
394826,Ghostly Swim,Newbury Comics
225900,Rhythm Nation,Oricon
724393,Times Like These,EMI Music Japan
444570,Robbin' A Bank,Musketeer Records
547954,Djessy,Sony BMG
279564,Nightly Cares,Posse Up Entertainment
670472,Self Control,CAPP Records
6891,Grace And Mercy,Musketeer Records
416727,Evocation I - The Arcane Dominion,Instant Live
601830,Rage and Fury,Bad Boy Records
282923,Keb' Mo',JamGlue
783246,Keep on Moving,Halaqah Media
38784,Blessed: The Best Of Rachael Lampa,Kung Fu Records
284474,Danielpour:  Concerto for Orchestra,Bad Boy Records
622216,Live at Red Rocks,Electronic Arts Recordings
29249,Alone In His Presence,One Records
647745,Folk Songs,PlayNetwork
261700,Music For Dancing,Electronic Arts Recordings
337538,Epitaph,HITT Production
612611,The Best of Rodney O and Joe Cooley,Aardvark Records
291636,L.A. Confidential,DSP Media
1798,L'homme Du Moment,T-Series
296889,The Bach Variations,One Records
25024,Double Fun,SoBe Entertainment
223721,Dark Outside,Posse Up Entertainment
164326,Chandeliers In The Savannah,MCA Inc.
230740,LAViSH,Sumthing Distribution
26166,Double Cream,Cris Morena Group
400732,I KNOW WHAT YOU DID LAST SUMMER THE ALBUM,PGP-RTB
195297,Communication (Remix),Harthouse
242839,Let The Movie Begin,Disc Makers
446325,1937/40 Broadcasts,Pony Canyon
777967,Audio & Murder,Almighty Records
646640,Ma Motivation,The Visual Dimensions Music
28253,Q: Are We Not Men?  A: We Are Devo / Devo Live,Suzy
519413,SAPder Om KA$?rleken,AMCR
251622,Hits & Hymns Volume II,Aardvark Records
499719,Back to Back - Atlantic Starr & The Jets,Oricon
15269,Music Of The Sun,Random Disc Records
160733,Helium,Harthouse
810202,Tha Remixes Vol. 19,CAPP Records
275489,Turn Your Radio On,Thorn EMI
36831,Mulholland Drive,Spectra Records
630373,More Than One Love,ARC Music
328432,Pegadito,Kung Fu Records
418092,808s & Heartbreak,Boosey&Hawkes
256070,Fast_ Long_ Loud,ARC Music
647577,1999: 10 Year Anniversary,Johnny&Associates
560017,Songs For The Wrong,PIAS Entertainment Group
27646,Girl Bites Dog_ Your Compact Disc Pet,Extraphone
713560,Live At The Tiki Ballroom...,Sony Music Entertainment
271471,Sounds So Good,SoBe Entertainment
324747,Sweet Home Chicago (Paris 1975) (Blues Reference),Spectra Records
134156,Lava Ground,Behringer
69802,Ride Ranger Ride,SoBe Entertainment
85226,Romeo,JYP Entertainment
224149,Terrain vague,Room 10 Records
92235,God Dam Dogs,DSP Media
87591,Big Metal Birds,Sony Music Australia
51852,Born Again,PIAS UK Distribution
153350,Kingdom Come,Sumthing Distribution
441002,Right Now It's Raining,Lone Star Music
591012,Right Now Right Now,The Visual Dimensions Music
314018,TchamantchA(c),ECA Records
98008,Boy's Life,Johnny&Associates
223368,Leviathan,Entertainment One
775673,Talking Monkeys In Space,Anjunabeats
726761,Music For Cocktails - Fashion Show,BTM Music Group Inc.
24411,Mad Mad World,Aardvark Records
251149,Angelic Harp Music,Applied Media Technologies Corporation
59411,Freaky Styley,Musketeer Records
275798,The Happening,Skeleton Crew
446676,Self-Selected,EMI Music Japan
175508,Process And Passion,ECA Records
398646,Only Trust Your Heart,Live Music Records
773670,Soldiers of Jah Army,CJ E&M Music Performance Divison
295599,RCA  Country Legends,Shure
757773,It's Just The Night,Ultra Music
654064,"Tout ira trA""s bien",Applied Media Technologies Corporation
564694,Spacer,EMI
29466,Sittin' On Cloud Nine,Telstar Records
505430,Live At The Suicide Club,Talent Quest
626791,By a Thread,Sony Music Australia
310929,Happiness Is,Spectra Records
71408,The Complete Mercury Masters,Corporation
29258,Center Of My Universe,Gold Typhoon
284620,The Very Best Of Major Lance,Sumthing Distribution
451472,Money Run,Applied Media Technologies Corporation
341869,Wings Of Angels,Harthouse
252213,Return Of The DJ 5.5 Optimized,ECA Records
609492,Ultimate Mardi Gras,Muzak
7801,Beneath...Between...Beyond...,ECA Records
505440,Poison Lips,ECA Records
554752,Koocheyeh Khatereh,Go! Discs
483980,Produced & Remixed,Muzak
294879,Southernplayalisticadillacmuzik,BTM Music Group Inc.
312343,Michael Jackson: The Ultimate Collection,Skeleton Crew
227369,Sky Songs,Sony Music Australia
64739,Mother's Day,JYP Entertainment
303109,Legends,Pony Canyon
198441,Weightless,Triple Vision Record Distribution
31324,Band-Girls-Money,Lone Star Music
544622,Camp Holiday,SoBe Entertainment
292189,Titus - Original Motion Picture Soundtrack,Magnatune
481841,Primitive Passions,Ektaar Music Ltd
249472,Truck Driver,Thorn EMI
487396,Back To The Delta,Aquaplus
804889,La vie va si vite (Live),PIAS UK Distribution
581881,Quiet Time,ARC Music
793116,Mate Tron,CJ E&M Music Performance Divison
355995,Darkest Light,Scranton Button Company
594703,The Real Feel,Sony/ATV Music Publishing
217092,Pitch Black Progress,CJ E&M Music Performance Divison
284195,Freak Show,Pony Canyon
297944,Lifehouse,Bang
786584,Solo,Definitive Jux
384801,Hold On,BTM Music Group Inc.
460183,Hurricane Relief: Come Together Now,Mushroom Records
387596,Tarzana Kid,CAPP Records
263504,Holographic Universe,Great Big Island
345367,Hey Trouble,Kung Fu Records
55888,Izzy Stradlin And The Ju Ju Hounds,CJ E&M Music Performance Divison
445244,Reggae Hits Vol. 35,Koch Entertainment
464778,Good Wood,EMI
777566,Top-Notch & First-Rate,Instant Live
283653,Tales Of The Unexpected,Random Disc Records
186311,1985 Sleng Teng Extravaganza,Harthouse
588642,Fade,Magnatune
47326,Orange Colored Sky,Sony Music Entertainmet (Japan) Inc.
256249,Imitations Of Life,Diskoton
240472,Celtic Harp,Diskoton
453776,Jerry Wallace's King Of The Mountain,CJ E&M Music Performance Divison
277594,Feel It Boy,Sony Music Australia
497348,Georges Brassens-N 4,Diskoton
530863,Morgion,Gold Typhoon
580619,The Basics Of Life,ARC Music
372988,Rolling Stones Instrumental Renditions,Kung Fu Records
773851,David,Magnatune
28325,King Of The Blues,Oricon
254896,Crush The Dream,Electronic Arts Recordings
768012,Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite,HITT Production
469688,Charlie Walker's ''T'' For Texas,Broccoli
715113,Fantastic Vol. 2.10,Random Disc Records
347138,The Black Jason Of Rap,Saban Capital Group
456141,Cardio-Vascular,Lone Star Music
56247,Made In Italy,Econore
460878,Kicked And Klawed,HITT Production
283059,Firehouse,Random Disc Records
46254,(ONe),The Visual Dimensions Music
35114,Super Riddim Internacional Volumen 1,Ministry of Sound
90459,Diversions,Halaqah Media
457510,How About San Francisco?,Bad Boy Records
302144,Greatest Hits,Applied Media Technologies Corporation
91292,Sonny Terry & Brownie McGhee_ Vol. B (1941),EMI
22455,Personal Business (Explicit),Nuwax Records
730040,ANANASWORLD,Sony Music Entertainment
536637,If Yu Luv Luv Show Ya Luv,Econore
323348,Still Making History,SoBe Entertainment
673251,Maxi danses 59 titres,Aquaplus
292859,Garage Classics Volume II Summer Edition,Microphone Records
137257,Teta,MCA Inc.
212957,It's On The House,Posse Up Entertainment
457741,A Million Words A Million Dollars,Anjunabeats
20903,What The Game's Been Missing!,Extraphone
729249,Rock 'n' Roll Heaven - The Ultimate Collection - 125 Original Recordings,Halaqah Media
667653,Tip Toe Throught The Tulips,One Records
130922,The Cure - Greatest Hits (Deluxe Sound & Vision) PAL,Movic
184947,I Nuovi Angeli Cantaitalia,JYP Entertainment
129766,Scott Joplin Piano Rags,Muzak
164547,Art Blakey's Jazz Messengers_ Lausanne 1960 Part 2 / Swiss Radio Days_ Jazz Series Vol.6,AMCR
797645,Beautiful,Aardvark Records
234939,Righteous Rock: Classic Christian Hair Bands,Telstar Records
297093,Gone Again,ECA Records
476351,Remember When - The very Best of Saga,Corporation
265858,30 Del Recuerdo,AMCR
716926,Martini Breaks,Johnny&Associates
539324,Lafayette Marquis_ The,Bang
282456,Hot Stuff: The Greatest Hits,Sony Music Entertainment
500861,Novedades,Lone Star Music
72154,Your Love Broke Through,Backstreet Records
661435,Doin' My Thing,Definitive Jux
262341,Whip Me Volume 1,PIAS UK Distribution
732290,Meraviglioso,Econore
305233,Canta A Mexico,Almighty Records
87526,Lennie Tristano Quintet - Live In Toronto 1952,Ministry of Sound
792923,Punk of Anagram,S.M. Entertainment
815189,Mr. Wizard,Talent Quest
807759,Lullaby Versions of Bob Marley,Halaqah Media
10630,Bright Like Neon Love,Sony Music Entertainment
20683,Church League Softball Fistfight,ARC Music
667269,Carnal Repercussions,Applied Media Technologies Corporation
129857,The Squid And The Whale,Disc Makers
799238,The Grind Date,Spectra Records
679623,Big Night Music,Johnny&Associates
335936,Shattered Dreams and Bourgeois Schemes,Saban Capital Group
247408,God Gets The Glory,Skeleton Crew
65479,RA,PGP-RTB
70128,The Ruby Suns,Magnatune
338275,I Want Your Soul For Christmas,JYP Entertainment
531454,Up Front,T-Series
685053,Christmasville,Instant Live
135400,Dane Cook's Tourgasm Soundtrack,Microphone Records
93215,Anybody Home?,Sony Music Entertainment
282042,The Art Of Rebellion,ARC Music
345919,Two In One - That Latin Feeling/Tropical Sunrise,Almighty Records
322080,MelancholieA2,Istanbul Plak
776175,Well Done Europe,Sony Music Entertainmet (Japan) Inc.
25815,Mississippi-The Album,GoConnect
41745,Pieces Of The People We Love,Ektaar Music Ltd
209378,The Other Boleyn Girl,Nuwax Records
675524,The Saga,Pony Canyon
54401,Alchemy,Sumthing Distribution
278874,The Very Best Of,Kung Fu Records
2346,The Best Of Rainbow,PIAS UK Distribution
24889,La,PGP-RTB
383776,The Modern Legacy,PIAS Entertainment Group
520471,Voices of Eden,MGM Distribution
533342,Les p'tites chansons de Marc Perrone,Oricon
560992,We Are To Answer,Thorn EMI
219548,Radiance,S.M. Entertainment
771190,The Whore's Trophy,Harthouse
611118,Dance Workout Classics; Keep Fit With The Hottest Hits & Remixes,Definitive Jux
671968,I Do Things,Johnny&Associates
795387,Best of Thompson Sound Vol 2 The 80s,Diskoton
364794,Sounds & Pressure Vol. 3,Pony Canyon
285461,Songs Of The Civil War,5pb.
256018,This Moment,Gold Typhoon
680594,Luis de Pablo - Zurezko olerkia (Poema de madera),Movic
382955,WALK THAT WALK_ TALK THAT TALK,AMCR
249609,Crossings,Definitive Jux
340376,Ultimate Collection,Muzak
465307,The Chi-Lites Selected Hits,Anjunabeats
210460,Very Best Of,Corporation
485654,Mind Control,Room 10 Records
581662,How We Divide the Cake,Extraphone
484159,Emergency Broadcast,MGM Distribution
687141,Here to Stay,GRGDN
534612,What Does It All Mean? - 1983-2006 Retrospective,Anjunabeats
438662,Starting Now,Skeleton Crew
314137,Otra historia de amor,DMX
703020,Dial Me,Backstreet Records
282795,L'espoir,Jugodisk
577071,Sing Boy Sing,Boosey&Hawkes
280206,Irreemplazable,Muzak
748788,Collision,PIAS Entertainment Group
171954,Vena Cava,Movic
15589,Legally Blonde,PlayNetwork
465292,Concept Of Life,SoBe Entertainment
23891,Futurama,Hed Kandi
628337,The Men Who Stare At Goats (Original Soundtrack),Def Jam Recordings
136011,Sprung,Movic
271036,MIMI,Jugodisk
291814,Live From Another Level,EMI Music Japan
129267,The Warriors EP_ Vol. 2,Multimedia Record Corporation
360290,Fame_ Fortune_ And Fornication,Skeleton Crew
84105,The Mystery Is Revealed,Talent Quest
368977,Heritage - RA(c)cital nAdeg3 & 4 - BAM (1956-1957),GMA Artist Center
385499,Ekaveli,CAPP Records
504344,Voice Of Jamaica,SoBe Entertainment
368978,Heritage - RA(c)cital NAdeg1 & 2 - BAM (1954-1955),Go! Discs
483799,Kaleidoscope,EMI Music Japan
493062,Ring The Alarm (Urban Mixes),Def Jam Recordings
38608,Territory,Go! Discs
453576,Duke Of Earl - The Very Best Of The Vee-Jay Years,Lone Star Music
249470,Live In Music City,GMA Artist Center
757775,The Promise Land,Harthouse
307775,Kata Vathos,Pony Canyon
820316,LP of the Dead,Microphone Records
139004,Give a little sweet love,EMI
185946,Elementary,Disc Makers
771282,We Are The Threat,The Visual Dimensions Music
717271,BBC In Concert (1st January 1981),Sony BMG
608786,Slow to Burn (Deluxe),Talent Quest
513770,Hey!,Sony BMG
292141,G3 Live:  Rockin' in the Free World,CJ E&M Music Performance Divison
282332,Fire Garden,Sony/ATV Music Publishing
14562,Harder Than The Best,Room 10 Records
693024,BBC In Concert (25th February 1971),Anjunabeats
367540,1989-2009,Backstreet Records
297314,Fiesta Macarena,Diagnosis… DON'T! reCoRdings
148624,A Room Full Of Stories,Pony Canyon
217188,20 suosikkia / Vanhan kartanon kehrA$?A$?vA$? rukki,Almighty Records
535936,Broken Dreams,Skeleton Crew
371942,Windows Of Heaven,Thorn EMI
586935,Hopkok,Harthouse
521581,IN THE PALACE OF THE KING,Sony Music Entertainment
50904,Still Got The Blues/After Hours/Blues Alive,One Records
782028,Someday Came Suddenly,Harthouse
117464,As Cruel As School Children,PGP-RTB
511256,Devil's Night Out,Magnatune
807812,Lullaby Versions Of The Killers,Ultra Music
148757,The Blind Man Saw It All,Thorn EMI
151089,Paradise,Def Jam Recordings
188828,The 10th Kingdom,Broccoli
650736,Nothing Stays the Same,Instant Live
296020,The Real Thing: The Jackson 5,Telstar Records
680579,Recorded as Jerry Landis,Sony Music Entertainment
160628,B-Boy Stance,Muzak
179771,Pendulum,GoConnect
344464,Lifeboat,JYP Entertainment
641820,Wild Rockin' & Boppin' (X-Mas Edition),Jugodisk
282376,Hot August Nights II,CJ E&M Music Performance Divison
293769,Another Country,Musketeer Records
272276,A Devil's Possessions - Demos & Live 1980-1983,Econore
141960,The Big Three,J Storm
58509,Passionate Blues,Broccoli
572339,I Put A Spell On You & Other Favorites (Digitally Remastered),Istanbul Plak
95064,Patriotic music of America,5pb.
710826,Mutiny: Deluxe Edition,PGP-RTB
301582,The Most Beautiful Girl,Magnatune
287297,So Long_ Astoria,GRGDN
528436,Yazzie Girl,Sony Music Entertainmet (Japan) Inc.
129998,The Party Album,Random Disc Records
680783,Loi,Sony Music Entertainmet (Japan) Inc.
41813,The Early Years - Whiteheart,PIAS Entertainment Group
